order,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,saleprice,houseage,remodage,totalsf,totalbath,hasgarage,hasbasement,hasfireplace
241,905453040,20,RL,83.0,10420,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,PConc,4,3,Mn,GLQ,36.0,Unf,0.0,1176.0,1212.0,GasA,5,Y,SBrkr,1212,0,0,1212,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2009.0,RFn,2.0,460.0,3,3,Y,100,22,0,0,0,0,0,NoFeature,NoFeature,0,3,2010,WD,Normal,186000,1,1,2424.0,2.0,1,1,0
242,905453080,20,RL,44.0,17485,Pave,NoFeature,IR2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,4,3,PConc,4,3,Gd,GLQ,1346.0,Unf,0.0,162.0,1508.0,GasA,5,Y,SBrkr,1508,0,0,1508,1.0,0.0,1,0,1,1,4,5,Typ,2,3,Attchd,2009.0,RFn,2.0,572.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,1,2010,Con,Partial,308030,1,0,3016.0,2.0,1,1,1
243,905475510,20,RL,65.0,11200,Pave,NoFeature,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,2,CBlock,3,3,Mn,Unf,0.0,Unf,0.0,1250.0,1250.0,GasA,5,Y,SBrkr,1298,0,0,1298,0.0,0.0,2,0,3,1,3,5,Typ,0,0,Detchd,1964.0,Unf,2.0,504.0,3,2,N,0,144,0,0,0,0,0,NoFeature,NoFeature,0,6,2010,COD,Normal,114000,46,46,2548.0,2.0,1,1,0
244,905478190,20,RL,60.0,11100,Pave,NoFeature,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,0,0,NoFeature,NoFeature,0.0,NoFeature,0.0,0.0,0.0,GasA,5,Y,SBrkr,930,0,0,930,0.0,0.0,1,0,2,1,4,6,Typ,0,0,Detchd,1946.0,Unf,1.0,308.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Abnorml,84900,64,4,930.0,1.0,1,0,0
245,906201030,60,RL,77.0,9206,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,4,3,CBlock,4,3,No,Unf,0.0,Unf,0.0,741.0,741.0,GasA,3,Y,SBrkr,977,755,0,1732,0.0,0.0,2,1,3,1,4,7,Typ,1,3,Attchd,1985.0,Fin,2.0,476.0,3,3,Y,192,46,0,0,0,0,0,NoFeature,NoFeature,0,6,2010,WD,Normal,178000,25,25,2473.0,2.5,1,1,1
246,906201120,20,RL,83.0,11980,Pave,NoFeature,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,5,1987,1987,Gable,CompShg,Plywood,Plywood,BrkFace,177.0,4,3,CBlock,4,3,Gd,GLQ,1433.0,Unf,0.0,0.0,1433.0,GasA,5,Y,SBrkr,1433,0,0,1433,1.0,0.0,1,1,1,1,4,4,Typ,2,3,Attchd,1987.0,RFn,2.0,528.0,4,4,Y,0,278,0,0,266,0,0,MnPrv,NoFeature,0,6,2010,WD,Normal,270000,23,23,2866.0,2.5,1,1,1
247,906204230,60,RL,87.0,12361,Pave,NoFeature,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,4,4,PConc,4,3,No,GLQ,860.0,Unf,0.0,86.0,946.0,GasA,5,Y,SBrkr,964,838,0,1802,0.0,1.0,2,1,3,1,4,8,Typ,1,4,2Types,2000.0,RFn,4.0,1017.0,3,3,Y,450,92,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,218000,17,17,2748.0,3.0,1,1,1
248,906223090,60,RL,80.0,9938,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4,3,No,GLQ,750.0,Unf,0.0,300.0,1050.0,GasA,5,Y,SBrkr,1062,887,0,1949,1.0,0.0,2,1,3,1,4,8,Typ,1,3,Attchd,1993.0,Fin,2.0,574.0,3,3,Y,156,90,0,0,0,0,0,GdPrv,NoFeature,0,6,2010,WD,Normal,236000,17,16,2999.0,3.5,1,1,1
249,906225210,85,RL,73.0,9069,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,3,3,PConc,4,3,Av,GLQ,747.0,Unf,0.0,189.0,936.0,GasA,5,Y,SBrkr,996,0,0,996,1.0,0.0,1,0,2,1,4,5,Typ,0,0,Attchd,1992.0,Unf,2.0,564.0,3,3,Y,120,0,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,147000,18,18,1932.0,2.0,1,1,0
250,906378100,20,RL,64.0,10475,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4,3,Av,Unf,0.0,Unf,0.0,1694.0,1694.0,GasA,5,Y,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,Typ,0,0,Attchd,2008.0,RFn,3.0,776.0,3,3,Y,160,33,0,0,0,0,0,NoFeature,NoFeature,0,2,2010,WD,Normal,245350,2,2,3388.0,2.0,1,1,0
251,906380190,20,RL,64.0,6762,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,24.0,4,3,PConc,4,3,Av,GLQ,686.0,Unf,0.0,501.0,1187.0,GasA,5,Y,SBrkr,1208,0,0,1208,1.0,0.0,2,0,2,1,4,6,Typ,0,0,Attchd,2006.0,RFn,2.0,632.0,3,3,Y,105,61,0,0,0,0,0,NoFeature,NoFeature,0,2,2010,WD,Normal,206000,4,4,2395.0,3.0,1,1,0
252,906385010,20,RL,94.0,10402,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1226.0,1226.0,GasA,5,Y,SBrkr,1226,0,0,1226,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2009.0,RFn,3.0,740.0,3,3,Y,0,36,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,198900,1,1,2452.0,2.0,1,1,0
253,906385020,20,RL,64.0,7360,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2010,2010,Gable,CompShg,VinylSd,VinylSd,Stone,80.0,4,3,PConc,4,3,No,GLQ,24.0,Unf,0.0,1198.0,1222.0,GasA,5,Y,SBrkr,1222,0,0,1222,0.0,0.0,2,0,2,1,4,6,Typ,0,0,Attchd,2009.0,RFn,2.0,615.0,3,3,Y,0,54,0,0,0,0,0,NoFeature,NoFeature,0,3,2010,WD,Normal,187000,0,0,2444.0,2.0,1,1,0
254,906402200,60,RL,90.0,12376,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,NoMasVnr,0.0,3,3,PConc,4,3,Mn,GLQ,1470.0,Unf,0.0,203.0,1673.0,GasA,4,Y,SBrkr,1699,1523,0,3222,1.0,0.0,3,0,5,1,4,11,Typ,2,3,Attchd,1990.0,Unf,3.0,594.0,3,3,Y,367,0,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,320000,20,20,4895.0,4.0,1,1,1
255,906425045,50,RL,82.0,14235,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,NoMasVnr,0.0,3,3,PConc,2,4,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,3,Y,SBrkr,831,614,0,1445,0.0,0.0,2,0,3,1,3,6,Typ,0,0,Detchd,1957.0,Unf,2.0,484.0,3,3,N,0,59,0,0,0,0,0,NoFeature,NoFeature,0,3,2010,WD,Normal,138500,110,17,2121.0,2.0,1,1,0
256,906477110,80,RL,80.0,8816,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,3,3,CBlock,3,3,Av,GLQ,504.0,Unf,0.0,506.0,1010.0,GasA,4,Y,SBrkr,1052,0,0,1052,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1971.0,Unf,2.0,440.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,NoFeature,0,6,2010,WD,Normal,155000,39,39,2062.0,2.0,1,1,0
257,907125090,85,RL,82.0,11105,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,4,PConc,4,2,Av,GLQ,870.0,Unf,0.0,0.0,870.0,GasA,4,Y,SBrkr,965,0,0,965,1.0,0.0,1,0,2,1,3,4,Typ,0,0,Attchd,1998.0,Unf,2.0,580.0,4,3,Y,71,0,0,0,0,0,0,GdPrv,NoFeature,0,7,2010,WD,Normal,159000,14,14,1835.0,2.0,1,1,0
258,907180050,60,RL,70.0,9337,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,PConc,4,3,No,ALQ,353.0,Unf,0.0,525.0,878.0,GasA,5,Y,SBrkr,892,800,0,1692,0.0,0.0,2,1,3,1,3,8,Typ,1,3,Attchd,1997.0,RFn,2.0,513.0,3,3,Y,0,39,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,191000,13,12,2570.0,2.5,1,1,1
259,907185060,60,RL,70.0,8750,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,4,3,No,GLQ,505.0,Unf,0.0,299.0,804.0,GasA,5,Y,SBrkr,804,878,0,1682,0.0,0.0,2,1,3,1,4,7,Typ,0,0,Attchd,1998.0,RFn,2.0,523.0,3,3,Y,0,77,0,0,0,0,0,NoFeature,NoFeature,0,6,2010,WD,Normal,200500,12,12,2486.0,2.5,1,1,0
260,907200280,20,RL,38.0,15240,Pave,NoFeature,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1977,2004,Gable,CompShg,CemntBd,CmentBd,NoMasVnr,0.0,4,4,CBlock,4,3,No,GLQ,198.0,Rec,688.0,140.0,1026.0,GasA,5,Y,SBrkr,1026,0,0,1026,1.0,0.0,1,1,3,1,3,5,Typ,0,0,Attchd,1977.0,Unf,1.0,308.0,3,3,Y,316,85,0,0,0,0,0,MnPrv,NoFeature,0,6,2010,WD,Normal,150000,33,6,2052.0,2.5,1,1,0
261,907200290,60,RL,70.0,10900,Pave,NoFeature,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,3,3,CBlock,4,3,No,GLQ,378.0,Unf,0.0,311.0,689.0,GasA,5,Y,SBrkr,689,703,0,1392,0.0,0.0,1,1,3,1,3,6,Typ,0,0,Attchd,1977.0,Fin,1.0,299.0,3,3,Y,0,36,0,0,0,0,0,MnPrv,Shed,450,3,2010,WD,Normal,161750,33,33,2081.0,1.5,1,1,0
262,907200340,20,RL,75.0,10650,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,3,3,CBlock,3,4,Av,LwQ,182.0,ALQ,712.0,0.0,894.0,GasA,3,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,1976.0,Unf,1.0,308.0,3,3,Y,365,0,0,0,0,0,0,MnPrv,NoFeature,0,2,2010,WD,Normal,128200,34,34,1788.0,2.0,1,1,0
263,907203070,20,RL,68.0,7480,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,3,CBlock,3,3,Av,ALQ,480.0,Unf,0.0,396.0,876.0,GasA,3,Y,SBrkr,876,0,0,876,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1977.0,Unf,2.0,484.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,NoFeature,0,6,2010,WD,Normal,127000,38,38,1752.0,2.0,1,1,0
264,907250030,20,RL,80.0,10389,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320.0,4,3,PConc,4,3,No,GLQ,1682.0,Unf,0.0,296.0,1978.0,GasA,5,Y,SBrkr,1978,0,0,1978,1.0,0.0,2,1,3,1,4,8,Typ,1,4,Attchd,2003.0,RFn,3.0,850.0,3,3,Y,188,25,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,318000,7,7,3956.0,3.5,1,1,1
265,907252120,20,RL,70.0,11423,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,4,3,PConc,4,3,Av,GLQ,1358.0,Unf,0.0,223.0,1581.0,GasA,5,Y,SBrkr,1601,0,0,1601,1.0,0.0,2,0,3,1,4,6,Typ,1,3,Attchd,2001.0,RFn,2.0,670.0,3,3,Y,180,0,0,0,0,0,0,MnPrv,Shed,2000,5,2010,WD,Normal,272000,9,8,3182.0,3.0,1,1,1
266,907262050,60,RL,44.0,9548,Pave,NoFeature,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,4,3,PConc,4,3,No,GLQ,483.0,Unf,0.0,458.0,941.0,GasA,5,Y,SBrkr,941,888,0,1829,1.0,0.0,2,1,3,1,4,7,Typ,1,3,Attchd,2003.0,RFn,2.0,613.0,3,3,Y,192,39,0,0,0,0,0,NoFeature,NoFeature,0,1,2010,WD,Normal,237000,7,7,2770.0,3.5,1,1,1
267,907280040,60,RL,75.0,9375,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1040.0,1040.0,GasA,5,Y,SBrkr,1044,1054,0,2098,0.0,0.0,2,1,4,1,4,9,Typ,1,3,Attchd,1997.0,Fin,2.0,621.0,3,3,Y,331,38,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,240000,13,13,3138.0,2.5,1,1,1
268,907290040,20,RL,48.0,12137,Pave,NoFeature,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1649.0,1649.0,GasA,5,Y,SBrkr,1661,0,0,1661,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,1998.0,RFn,2.0,598.0,3,3,Y,0,34,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,224900,12,12,3310.0,2.0,1,1,0
269,907290170,120,RM,70.0,4435,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,Av,GLQ,672.0,Unf,0.0,176.0,848.0,GasA,5,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,4,Typ,0,0,Attchd,2003.0,Fin,2.0,420.0,3,3,Y,140,0,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,143750,7,7,1696.0,2.0,1,1,0
270,907290240,120,RM,70.0,4426,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,Av,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,5,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,3,Typ,0,0,Attchd,2004.0,RFn,2.0,420.0,3,3,Y,160,0,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,143000,6,6,1696.0,2.0,1,1,0
271,907401090,20,RL,48.0,10635,Pave,NoFeature,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,4,3,PConc,4,3,Av,BLQ,370.0,GLQ,972.0,315.0,1657.0,GasA,5,Y,SBrkr,1668,0,0,1668,1.0,0.0,2,0,3,1,4,8,Typ,1,3,Attchd,2003.0,Fin,2.0,502.0,3,3,Y,0,262,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,232000,7,7,3325.0,3.0,1,1,1
272,907410080,20,RL,70.0,8400,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4,3,Av,GLQ,712.0,Unf,0.0,761.0,1473.0,GasA,5,Y,SBrkr,1484,0,0,1484,1.0,0.0,2,0,3,1,4,7,Typ,0,0,Attchd,2004.0,RFn,2.0,606.0,3,3,Y,0,35,0,144,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,213000,6,5,2957.0,3.0,1,1,0
273,907414030,20,RL,65.0,8773,Pave,NoFeature,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,4,3,PConc,4,3,Av,GLQ,24.0,Unf,0.0,1390.0,1414.0,GasA,5,Y,SBrkr,1414,0,0,1414,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2004.0,RFn,2.0,494.0,3,3,Y,132,105,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,185500,6,6,2828.0,2.0,1,1,0
274,908102060,30,RL,67.0,8777,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Mod,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,4,CBlock,0,0,NoFeature,NoFeature,0.0,NoFeature,0.0,0.0,0.0,GasA,3,N,SBrkr,640,0,0,640,0.0,0.0,1,0,2,1,3,5,Min1,0,0,Detchd,1945.0,Unf,1.0,240.0,3,3,N,0,0,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,ConLD,Normal,84900,65,3,640.0,1.0,1,0,0
275,908102110,20,RL,68.0,8842,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,4,CBlock,2,3,No,Unf,0.0,Unf,0.0,381.0,381.0,GasA,5,Y,SBrkr,992,0,0,992,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1954.0,Unf,1.0,319.0,3,3,Y,60,0,56,0,0,0,0,MnPrv,NoFeature,0,1,2010,Oth,Abnorml,155891,56,56,1373.0,1.0,1,1,0
276,908102130,90,RL,75.0,9825,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1965,1965,Hip,CompShg,AsphShn,AsphShn,NoMasVnr,0.0,3,3,CBlock,0,0,NoFeature,NoFeature,0.0,NoFeature,0.0,0.0,0.0,GasA,3,N,SBrkr,1664,0,0,1664,0.0,0.0,2,0,4,2,3,8,Typ,0,0,NoFeature,1965.0,NoFeature,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,100000,45,45,1664.0,2.0,0,0,0
277,908102170,20,RL,60.0,10044,Pave,NoFeature,IR1,Low,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,4,3,Gd,ALQ,1070.0,Unf,0.0,126.0,1196.0,GasA,3,Y,SBrkr,1196,0,0,1196,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1968.0,RFn,1.0,336.0,3,3,Y,257,0,168,0,0,0,0,MnPrv,NoFeature,0,6,2010,WD,Normal,144000,42,42,2392.0,2.0,1,1,0
278,908102300,50,RL,89.0,11792,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,744.0,744.0,GasA,5,N,FuseF,792,328,0,1120,0.0,0.0,1,0,2,1,2,5,Typ,0,0,Detchd,1956.0,Unf,2.0,480.0,3,2,P,0,0,0,0,160,0,0,NoFeature,NoFeature,0,6,2010,WD,Abnorml,64000,62,60,1864.0,1.0,1,1,0
279,908103350,80,RL,65.0,6305,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,Plywood,Plywood,NoMasVnr,0.0,3,3,CBlock,3,3,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,GasA,3,Y,SBrkr,1096,0,0,1096,1.0,0.0,1,0,3,1,3,5,Typ,1,2,Detchd,1975.0,Unf,1.0,352.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,6,2010,WD,Normal,125200,35,35,2104.0,2.0,1,1,1
280,908152080,80,RL,94.0,7819,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,NoMasVnr,0.0,3,3,CBlock,3,3,Av,ALQ,422.0,BLQ,127.0,480.0,1029.0,GasA,3,Y,SBrkr,1117,0,0,1117,1.0,0.0,1,0,3,1,3,6,Typ,1,3,Detchd,1976.0,Unf,2.0,672.0,3,3,Y,144,0,0,0,0,0,0,MnPrv,NoFeature,0,3,2010,WD,Abnorml,107000,34,34,2146.0,2.0,1,1,1
281,908203100,20,RL,64.0,6410,Pave,NoFeature,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1958,Hip,CompShg,WdShing,Wd Shng,NoMasVnr,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,5,Y,SBrkr,960,0,0,960,0.0,0.0,1,0,3,1,3,5,Typ,0,0,NoFeature,1958.0,NoFeature,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,MnPrv,NoFeature,0,5,2010,WD,Normal,90000,52,52,1920.0,1.0,0,1,0
282,908208020,20,RM,80.0,8546,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1121.0,1121.0,GasA,5,Y,SBrkr,1121,0,0,1121,0.0,0.0,2,0,2,1,3,5,Typ,0,0,Attchd,2003.0,RFn,2.0,440.0,3,3,Y,132,64,0,0,0,0,0,NoFeature,NoFeature,0,3,2010,WD,Normal,140000,7,6,2242.0,2.0,1,1,0
283,908225320,50,RL,52.0,8741,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,CBlock,3,2,No,LwQ,94.0,Unf,0.0,641.0,735.0,GasA,3,Y,FuseA,798,689,0,1487,0.0,0.0,1,1,3,1,3,7,Typ,1,4,Detchd,1949.0,Unf,1.0,220.0,3,3,Y,0,140,0,0,0,0,0,MnPrv,NoFeature,0,4,2010,WD,Normal,113000,65,60,2222.0,1.5,1,1,1
284,908226130,190,RL,60.0,12180,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,2,BrkTil,4,3,No,BLQ,348.0,Unf,0.0,324.0,672.0,Grav,2,N,FuseA,672,252,0,924,1.0,0.0,1,0,2,1,2,5,Typ,0,0,Detchd,1941.0,Unf,1.0,280.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,NoFeature,0,7,2010,WD,Normal,80000,69,60,1596.0,2.0,1,1,0
